"V1";"V2";"V3";"V4"
"How many tweets will @potus post from noon July 6 to noon July 13?";"@potus tweets noon 7/6 - noon 7/13?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon July 6 to noon July 13?";"@potus tweets noon 7/6 - noon 7/13?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon July 6 to noon July 13?";"@potus tweets noon 7/6 - noon 7/13?";"85 or more";"85+"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Kevin McCarthy";"McCarthy"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Nancy Pelosi";"Pelosi"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Jim Jordan";"Jordan"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Steny Hoyer";"Hoyer"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Cheri Bustos";"Bustos"
"Who will be House minority leader in the next Congress?";"House minority leader in next Congress?";"Steve Scalise";"Scalise"
"Will the Senate confirm a new EPA administrator in 2018?";"Senate confirm new EPA admin in 2018?";"Will the Senate confirm a new EPA administrator in 2018?";"Senate confirm new EPA admin in 2018?"
"Will NASA find 2018’s global average temperature highest on record?";"2018 hottest on record per NASA?";"Will NASA find 2018’s global average temperature highest on record?";"2018 hottest on record per NASA?"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"41.9% - 42.1%";"41.9-42.1"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"42.8% - 43.0%";"42.8-43.0"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"43.1% or higher";"43.1+"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"42.5% - 42.7%";"42.5-42.7"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"41.5% or lower";"41.5-"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"41.6% - 41.8%";"41.6-41.8"
"What will Trump's 538 job approval index be for July 16?";"Trump 538 approval on 7/16?";"42.2% - 42.4%";"42.2-42.4"
"Will Lisa Murkowski vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Murkowski Yea on Kavanaugh by 10/31?";"Will Lisa Murkowski vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Murkowski Yea on Kavanaugh by 10/31?"
"Will Susan Collins vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Collins yea on Kavanaugh by 10/31?";"Will Susan Collins vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Collins yea on Kavanaugh by 10/31?"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"50";"50"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"49 or fewer";"49-"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"52";"52"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"56";"56"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"58";"58"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"59";"59"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"60 or more";"60+"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"53";"53"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"51";"51"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"57";"57"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"55";"55"
"How many Yea votes will Kavanaugh receive in a confirmation vote by Oct. 31?";"Yea votes for Kavanaugh by 10/31?";"54";"54"
"Will @realDonaldTrump or @potus tweet ""Kethledge"" today?";"Trump tweet ""Kethledge” today?";"Will @realDonaldTrump or @potus tweet ""Kethledge"" today?";"Trump tweet ""Kethledge” today?"
"Will @realDonaldTrump or @potus tweet ""Hardiman"" today?";"Trump tweet ""Hardiman” today?";"Will @realDonaldTrump or @potus tweet ""Hardiman"" today?";"Trump tweet ""Hardiman” today?"
"Will @realDonaldTrump or @potus tweet ""Barrett"" today?";"Trump tweet ""Barrett” today?";"Will @realDonaldTrump or @potus tweet ""Barrett"" today?";"Trump tweet ""Barrett” today?"
"Will @realDonaldTrump or @potus tweet ""Kavanaugh"" today?";"Trump tweet ""Kavanaugh” today?";"Will @realDonaldTrump or @potus tweet ""Kavanaugh"" today?";"Trump tweet ""Kavanaugh” today?"
"Will Jon Tester vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Tester yea on Kavanaugh by 10/31?";"Will Jon Tester vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Tester yea on Kavanaugh by 10/31?"
"Will Joe Donnelly vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Donnelly yea on Kavanaugh by 10/31?";"Will Joe Donnelly vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Donnelly yea on Kavanaugh by 10/31?"
"Will Heidi Heitkamp vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Heitkamp yea on Kavanaugh by 10/31?";"Will Heidi Heitkamp vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Heitkamp yea on Kavanaugh by 10/31?"
"Will Joe Manchin vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Manchin yea on Kavanaugh by 10/31?";"Will Joe Manchin vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Manchin yea on Kavanaugh by 10/31?"
"Will Doug Jones vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Jones yea on Kavanaugh by 10/31?";"Will Doug Jones vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Jones yea on Kavanaugh by 10/31?"
"Will Rand Paul vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Paul yea on Kavanaugh by 10/31?";"Will Rand Paul vote to confirm Kavanaugh for the Supreme Court by Oct. 31?";"Paul yea on Kavanaugh by 10/31?"
"Will Jim Jordan be in Congress at year-end?";"Will Jordan be in Congress at year-end?";"Will Jim Jordan be in Congress at year-end?";"Will Jordan be in Congress at year-end?"
"Who will win the 2018 Connecticut Republican Senate primary?";"Who'll win the CT GOP Senate primary?";"Matthew Corey";"Corey"
"Who will win the 2018 Connecticut Republican Senate primary?";"Who'll win the CT GOP Senate primary?";"Dominic Rapini";"Rapini"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"75 - 79";"75 - 79"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"80 or more";"80+"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"70 - 74";"70 - 74"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"65 - 69";"65 - 69"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"60 - 64";"60 - 64"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"55 - 59";"55 - 59"
"How many tweets will @realDonaldTrump post from noon July 11 to noon July 18?";"@realDonaldTrump tweets 7/11 - 7/18?";"54 or fewer";"54-"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B5) 9.0% - 9.9%";"9.0-9.9"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B6) 10.0% - 10.9%";"10.0-10.9"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B3) 7.0% - 7.9%";"7.0-7.9"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B1) 5.9% or less";"5.9-"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B2) 6.0% - 6.9%";"6.0-6.9"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B7) 11.0% or more";"11.0+"
"What will Democrats' 538 Congressional polling edge be for July 18?";"Dems' 538 Congressional edge 7/18?";"B4) 8.0% - 8.9%";"8.0-8.9"
"Will Trump's Rasmussen approval be 47% or higher on July 18?";"Trump's Rasmussen at 47+ on 7/18?";"Will Trump's Rasmussen approval be 47% or higher on July 18?";"Trump's Rasmussen at 47+ on 7/18?"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"75 or more";"75+"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"49 or fewer";"49-"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"55 - 59";"55 - 59"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"50 - 54";"50 - 54"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"60 - 64";"60 - 64"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"65 - 69";"65 - 69"
"How many tweets will @whitehouse post from noon July 12 to noon July 19?";"@whitehouse tweets 7/12- 7/19?";"70 - 74";"70 - 74"
"Will Massachusetts voters approve gender identity referendum in 2018?";"Will MA approve gender ID referendum?";"Will Massachusetts voters approve gender identity referendum in 2018?";"Will MA approve gender ID referendum?"
"Will Michigan voters approve Marijuana Legalization Initiative in 2018?";"Will MI approve marijuana legalization?";"Will Michigan voters approve Marijuana Legalization Initiative in 2018?";"Will MI approve marijuana legalization?"
"Will Utah voters approve Medical Marijuana Initiative in 2018?";"Will UT approve medical marijuana?";"Will Utah voters approve Medical Marijuana Initiative in 2018?";"Will UT approve medical marijuana?"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"43.0% - 43.3%";"43.0-43.3"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"44.2% or higher";"44.2+"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"43.4% - 43.7%";"43.4-43.7"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"43.8% - 44.1%";"43.8-44.1"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"42.2% - 42.5%";"42.2-42.5"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"42.6% - 42.9%";"42.6-42.9"
"What will Trump's RCP average job approval be at end of day July 20?";"Trump RCP avg. approval 7/20?";"42.1% or lower";"42.1-"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"44 or fewer";"44-"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"45 - 49";"45 - 49"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"65 - 69";"65 - 69"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"70 or more";"70+"
"How many tweets will @vp post from noon July 13 to noon July 20?";"@vp tweets noon 7/13 - noon 7/20?";"60 - 64";"60 - 64"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"90 or more";"90+"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"85 - 89";"85 - 89"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"70 - 74";"70 - 74"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"80 - 84";"80 - 84"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon July 13 to noon July 20?";"@potus tweets noon 7/13 - noon 7/20?";"64 or fewer";"64-"
"Which party will win the 2018 Rhode Island gubernatorial race?";"Which party will win RI governor's race?";"Democratic";"Democratic"
"Which party will win the 2018 Rhode Island gubernatorial race?";"Which party will win RI governor's race?";"Republican";"Republican"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Boris Johnson";"Johnson"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Dominic Raab";"Raab"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Jacob Rees-Mogg";"Rees-Mogg"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Michael Gove";"Gove"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Sajid Javid";"Javid"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Jeremy Hunt";"Hunt"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Matt Hancock";"Hancock"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Andrea Leadsom";"Leadsom"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Rory Stewart";"Stewart"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Graham Brady";"Brady"
"Who will be the next U.K. Conservative Party leader?";"Next UK Conservative leader?";"Penny Mordaunt";"Mordaunt"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"41.6% - 41.8%";"41.6-41.8"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"42.8% or higher";"42.8+"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"42.5% - 42.7%";"42.5-42.7"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"41.3% - 41.5%";"41.3-41.5"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"41.2% or lower";"41.2-"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"41.9% - 42.1%";"41.9-42.1"
"What will Trump's 538 job approval index be for July 23?";"Trump 538 approval on 7/23?";"42.2% - 42.4%";"42.2-42.4"
"Who will win the Republican primary runoff for Alabama's 2nd District?";"Who'll win AL-02 GOP primary runoff?";"Martha Roby";"Roby"
"Who will win the Republican primary runoff for Alabama's 2nd District?";"Who'll win AL-02 GOP primary runoff?";"Bobby Bright";"Bright"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B6) 10% or more";"10+"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B3) 4% - 6%";"4-6"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B2) 2% - 4%";"2-4"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B1) 0% - 2%";"0-2"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B4) 6% - 8%";"6-8"
"What will the margin be in the 2018 Republican runoff in Alabama's 2nd district?";"AL-02 GOP runoff margin of victory?";"B5) 8% - 10%";"8-10"
"Who will win the 2018 Georgia Republican Lt. Gov. runoff?";"Who'll win GA GOP Lt. Gov. runoff?";"Geoff Duncan";"Duncan"
"Who will win the 2018 Georgia Republican Lt. Gov. runoff?";"Who'll win GA GOP Lt. Gov. runoff?";"David Shafer";"Shafer"
"Will Missouri voters approve the right to work ballot initiative in 2018?";"Will MO approve right to work measure?";"Will Missouri voters approve the right to work ballot initiative in 2018?";"Will MO approve right to work measure?"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"7 allies";"7 allies"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"6 allies";"6 allies"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"9 or more allies";"9+ allies"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"8 allies";"8 allies"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"4 or fewer allies";"4- allies"
"How many NATO allies will meet 2% spending guideline for 2018?";"NATO allies hitting 2% spending in 2018?";"5 allies";"5 allies"
"Which party will win the 2018 House of Reps race in California's 48th district?";"Which party will win CA-48?";"Democratic";"Democratic"
"Which party will win the 2018 House of Reps race in California's 48th district?";"Which party will win CA-48?";"Republican";"Republican"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"75 - 79";"75 - 79"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"85 or more";"85+"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"70 - 74";"70 - 74"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"65 - 69";"65 - 69"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"60 - 64";"60 - 64"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"80 - 85";"80 - 85"
"How many tweets will @realDonaldTrump post from noon July 18 to noon July 25?";"@realDonaldTrump tweets 7/18 - 7/25?";"59 or fewer";"59-"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"8.0% - 8.4%";"8.0-8.4"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"9.0% - 9.4%";"9.0-9.4"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"7.4% or less";"7.4-"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"7.5% - 7.9%";"7.5-7.9"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"At least 10.0%";"10.0+"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"8.5% - 8.9%";"8.5-8.9"
"What will Democrats' 538 Congressional polling edge be for July 25?";"Dems' 538 Congressional edge 7/25?";"9.5% - 9.9%";"9.5-9.9"
"Will Trump's Rasmussen approval be 44% or higher on July 25?";"Trump's Rasmussen at 44+ on 7/25?";"Will Trump's Rasmussen approval be 44% or higher on July 25?";"Trump's Rasmussen at 44+ on 7/25?"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Christine Lagarde";"Lagarde"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Jens Weidmann";"Weidmann"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Erkki Liikanen";"Liikanen"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Olli Rehn";"Rehn"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Klaas Knot";"Knot"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Philip Lane";"Lane"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"François de Galhau";"de Galhau"
"Who will succeed Draghi as ECB president?";"Next ECB president?";"Benoit Coeure";"Coeure"
"Which party will win the 2018 House of Reps race in NY's 14th district?";"Which party will win NY-14?";"Democratic";"Democratic"
"Which party will win the 2018 House of Reps race in NY's 14th district?";"Which party will win NY-14?";"Republican";"Republican"
"Which party will win the 2018 House of Reps race in WV's 3rd district?";"Which party will win WV-03?";"Republican";"Republican"
"Which party will win the 2018 House of Reps race in WV's 3rd district?";"Which party will win WV-03?";"Democratic";"Democratic"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"75 - 79";"75 - 79"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"54 or fewer";"54-"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"55 - 59";"55 - 59"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"60 - 64";"60 - 64"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"65 - 69";"65 - 69"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"70 - 74";"70 - 74"
"How many tweets will @whitehouse post from noon July 19 to noon July 26?";"@whitehouse tweets 7/19- 7/26?";"80 or more";"80+"
"What city will be chosen to host the 2020 Democratic National Convention?";"2020 Democratic Nat'l Convention city?";"Milwaukee";"Milwaukee"
"What city will be chosen to host the 2020 Democratic National Convention?";"2020 Democratic Nat'l Convention city?";"Houston";"Houston"
"What city will be chosen to host the 2020 Democratic National Convention?";"2020 Democratic Nat'l Convention city?";"Miami Beach";"Miami Beach"
"Who will win the 2018 Minnesota Democratic gubernatorial primary?";"Who'll win MN Dem gubernatorial primary?";"Tim Walz";"Walz"
"Who will win the 2018 Minnesota Democratic gubernatorial primary?";"Who'll win MN Dem gubernatorial primary?";"Lori Swanson";"Swanson"
"Who will win the 2018 Minnesota Democratic gubernatorial primary?";"Who'll win MN Dem gubernatorial primary?";"Erin Murphy";"Murphy"
"Who will win the 2018 Minnesota Democratic Senate special primary?";"MN Dem Senate special primary winner?";"Tina Smith";"Smith"
"Who will win the 2018 Minnesota Democratic Senate special primary?";"MN Dem Senate special primary winner?";"Richard Painter";"Painter"
"Who will win the 2018 Wisconsin Democratic gubernatorial primary?";"Who'll win WI Dem gubernatorial primary?";"Tony Evers";"Evers"
"Who will win the 2018 Wisconsin Democratic gubernatorial primary?";"Who'll win WI Dem gubernatorial primary?";"Mike McCabe";"McCabe"
"Who will win the 2018 Wisconsin Democratic gubernatorial primary?";"Who'll win WI Dem gubernatorial primary?";"Kathleen Vinehout";"Vinehout"
"Who will win the 2018 Wisconsin Democratic gubernatorial primary?";"Who'll win WI Dem gubernatorial primary?";"Matt Flynn";"Flynn"
"Who will win the 2018 Wisconsin Democratic gubernatorial primary?";"Who'll win WI Dem gubernatorial primary?";"Paul Soglin";"Soglin"
"Will Kathleen Kraninger be confirmed as CFPB director in 2018?";"Will Kraninger be confirmed by Dec. 31?";"Will Kathleen Kraninger be confirmed as CFPB director in 2018?";"Will Kraninger be confirmed by Dec. 31?"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"43.0% - 43.3%";"43.0-43.3"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"44.2% or higher";"44.2+"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"43.4% - 43.7%";"43.4-43.7"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"43.8% - 44.1%";"43.8-44.1"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"42.2% - 42.5%";"42.2-42.5"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"42.6% - 42.9%";"42.6-42.9"
"What will Trump's RCP average job approval be at end of day July 27?";"Trump RCP avg. approval 7/27?";"42.1% or lower";"42.1-"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"70 or more";"70+"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"44 or fewer";"44-"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"45 - 49";"45 - 49"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"65 - 69";"65 - 69"
"How many tweets will @vp post from noon July 20 to noon July 27?";"@vp tweets noon 7/20 - noon 7/27?";"60 - 64";"60 - 64"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"70 - 74";"70 - 74"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"90 or more";"90+"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"85 - 89";"85 - 89"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"80 - 84";"80 - 84"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon July 20 to noon July 27?";"@potus tweets noon 7/20 - noon 7/27?";"64 or fewer";"64-"
"Will there be a Putin-Trump meeting in U.S. in 2018?";"Putin-Trump U.S. meeting in 2018?";"Will there be a Putin-Trump meeting in U.S. in 2018?";"Putin-Trump U.S. meeting in 2018?"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B6) 25% or more";"25+"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B1) 0% - 5%";"0-5"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B3) 10% - 15%";"10-15"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B5) 20% - 25%";"20-25"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B2) 5% - 10%";"5-10"
"What will the margin of victory be in the Georgia GOP gubernatorial runoff?";"GA GOP gov primary runoff margin?";"B4) 15% - 20%";"15-20"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"41.3% - 41.5%";"41.3-41.5"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"42.8% or higher";"42.8+"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"42.5% - 42.7%";"42.5-42.7"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"41.2% or lower";"41.2-"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"41.6% - 41.8%";"41.6-41.8"
"What will Trump's 538 job approval index be for July 30?";"Trump 538 approval on 7/30?";"41.9% - 42.1%";"41.9-42.1"
