"V1";"V2"
"Which party will win the 2018 House of Reps race in Georgia's 7th district?";"Which party will win GA-07?"
"Which party will win the 2018 House of Reps race in Maine's 2nd district?";"Which party will win ME-02?"
"Which party will win the 2018 House of Reps race in Maine's 2nd district?";"Which party will win ME-02?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @vp post from noon Oct. 12 to noon Oct. 19?";"@vp tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"How many tweets will @potus post from noon Oct. 12 to noon Oct. 19?";"@potus tweets noon 10/12 - noon 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's RCP average job approval be at end of day Oct. 19?";"Trump RCP avg. approval 10/19?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will Trump's 538 job approval index be for Oct. 22?";"Trump 538 approval on 10/22?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"What will the margin be in the 2nd round Brazilian election?";"2nd round Brazilian election margin?"
"Will winner of 2nd round Brazilian election exceed 60%?";"Brazil election won with 60%+?"
"Will Georgia gubernatorial election go to a runoff?";"GA gubernatorial runoff?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"How many @realDonaldTrump tweets mention ""Saudi Arabia"" noon 10/16 - noon 10/23?";"Trump ""Saudi Arabia"" tweets 10/16-10/23?"
"Will Mnuchin attend ""Future Investment Initiative"" in Saudi Arabia?";"Mnuchin attend Saudi conference?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"How many tweets will @realDonaldTrump post from noon Oct. 17 to noon Oct. 24?";"@realDonaldTrump tweets 10/17 - 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"What will Democrats' 538 Congressional polling edge be for Oct. 24?";"Dems' 538 Congressional edge 10/24?"
"Will Trump's Rasmussen approval be 49% or higher on Oct. 24?";"Trump's Rasmussen at 49+ on 10/24?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"How many tweets will @whitehouse post from noon Oct. 18 to noon Oct. 25?";"@whitehouse tweets 10/18 - 10/25?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"What will Democrats' RCP Congressional polling edge be for Nov. 5?";"Dems' RCP Congressional edge 11/5?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @vp post from noon Oct. 19 to noon Oct. 26?";"@vp tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"How many tweets will @potus post from noon Oct. 19 to noon Oct. 26?";"@potus tweets noon 10/19 - noon 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"What will Trump's RCP average job approval be at end of day Oct. 26?";"Trump RCP avg. approval 10/26?"
"Will Bashar al-Assad be president of Syria on Dec. 31, 2019?";"Assad in power at year-end 2019?"
"Will Nicolás Maduro be president of Venezuela on Dec. 31, 2019?";"Maduro in office at year-end 2019?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"What will Trump's 538 job approval index be for Oct. 29?";"Trump 538 approval on 10/29?"
"Will Yulia Tymoshenko be elected president of Ukraine in 2019?";"Tymoshenko elected Ukraine pres in 2019?"
"Will Muhammadu Buhari be re-elected president of Nigeria in 2019?";"Buhari re-elected Nigerian pres in 2019?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"How many @realDonaldTrump tweets mention ""caravan"" noon 10/23 - noon 10/30?";"Trump ""caravan"" tweets 10/23-10/30?"
"Will African National Congress win a majority in South African election?";"ANC majority in South African election?"
"Will India's Bharatiya Janata Party win more seats than in 2014?";"India's BJP win more than 282 seats?"
"Will U.S. have a monthly trade surplus with China by year-end 2019?";"U.S.-China trade surplus by Dec. 2019?"
"Will there be a recession in the U.S. by year-end 2019?";"U.S. recession by year-end 2019?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"How many tweets will @realDonaldTrump post from noon Oct. 24 to noon Oct. 31?";"@realDonaldTrump tweets 10/24 - 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"What will Democrats' 538 Congressional polling edge be for Oct. 31?";"Dems' 538 Congressional edge 10/31?"
"Will Trump's Rasmussen approval be 46% or higher on Oct. 31?";"Trump's Rasmussen at 46+ on 10/31?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"How many tweets will @whitehouse post from noon Oct. 25 to noon Nov. 1?";"@whitehouse tweets 10/25 - 11/1?"
"Which party will win the 2018 House of Reps race in Virginia's 5th district?";"Which party will win VA-05?"
"Which party will win the 2018 House of Reps race in Virginia's 5th district?";"Which party will win VA-05?"
"Will Iran's Rouhani be impeached and out by year-end 2019?";"Rouhani impeached by year-end 2019?"
"Will Mohammed bin Salman be out as Saudi Crown Prince by year-end 2019?";"MBS out as Crown Prince by 12/31/19?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @vp post from noon Oct. 26 to noon Nov. 2?";"@vp tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"How many tweets will @potus post from noon Oct. 26 to noon Nov. 2?";"@potus tweets noon 10/26 - noon 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"What will Trump's RCP average job approval be at end of day Nov. 2?";"Trump RCP avg. approval 11/2?"
"Will Germany's Bundestag be dissolved by year-end 2019?";"Bundestag dissolved by year-end 2019?"
"Will Italy's parliament be dissolved by year-end 2019?";"Italy parliament dissolved by 12/31/19?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"What will Trump's 538 job approval index be for Nov. 5?";"Trump 538 approval on 11/5?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which of these Senate races will be the closest?";"Closest Senate race?"
"Which party will win the 2018 South Dakota gubernatorial race?";"Which party will win SD governor's race?"
"Which party will win the 2018 South Dakota gubernatorial race?";"Which party will win SD governor's race?"
"Which party will win the 2018 House of Reps race in NY's 11th district?";"Which party will win NY-11?"
"Which party will win the 2018 House of Reps race in NY's 11th district?";"Which party will win NY-11?"
"Which of these FL statewide candidates will receive the most votes?";"Top FL statewide vote getter?"
"Which of these FL statewide candidates will receive the most votes?";"Top FL statewide vote getter?"
"Which of these FL statewide candidates will receive the most votes?";"Top FL statewide vote getter?"
"Which of these FL statewide candidates will receive the most votes?";"Top FL statewide vote getter?"
"Which party will win the 2018 House of Reps race in Michigan's 7th district?";"Which party will win MI-07?"
"Which party will win the 2018 House of Reps race in Michigan's 7th district?";"Which party will win MI-07?"
"Which party will win the 2018 House of Reps race in Georgia's 6th district?";"Which party will win GA-06?"
"Which party will win the 2018 House of Reps race in Georgia's 6th district?";"Which party will win GA-06?"
"Which party will win the 2018 House of Reps race in Utah's 4th district?";"Which party will win UT-04?"
"Which party will win the 2018 House of Reps race in Utah's 4th district?";"Which party will win UT-04?"
"Which party will win the 2018 House of Reps race in Colorado's 3rd district?";"Which party will win CO-03?"
"Which party will win the 2018 House of Reps race in Colorado's 3rd district?";"Which party will win CO-03?"
"Will NASA find 2019’s global average temperature highest on record?";"2019 hottest on record per NASA?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"How many tweets will @realDonaldTrump post from noon Oct. 31 to noon Nov. 7?";"@realDonaldTrump tweets 10/31 - 11/7?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"What will Democrats' 538 Congressional polling edge be for Nov. 5?";"Dems' 538 Congressional edge 11/5?"
"Will Trump's Rasmussen approval be 49% or higher on Nov. 7?";"Trump's Rasmussen at 49+ on 11/7?"
"Will Colorado voters approve anti-fracking ballot initiative in 2018?";"Will CO approve anti-fracking measure?"
"Will California voters approve gas tax repeal ballot initiative in 2018?";"Will CA approve gas tax repeal?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"How many tweets will @whitehouse post from noon Nov. 1 to noon Nov. 8?";"@whitehouse tweets 11/1 - 11/8?"
"Which party will win the 2018 House of Reps race in Alaska's at-large district?";"Which party will win AK at-large?"
"Which party will win the 2018 House of Reps race in Alaska's at-large district?";"Which party will win AK at-large?"
"Which party will win the 2018 House of Reps race in Montana's at-large district?";"Which party will win MT at-large?"
"Which party will win the 2018 House of Reps race in Montana's at-large district?";"Which party will win MT at-large?"
"Which party will win the 2018 House of Reps race in Illinois' 14th district?";"Which party will win IL-14?"
"Which party will win the 2018 House of Reps race in Illinois' 14th district?";"Which party will win IL-14?"
"Which party will win the 2018 House of Reps race in NC's 2nd district?";"Which party will win NC-02?"
"Which party will win the 2018 House of Reps race in NC's 2nd district?";"Which party will win NC-02?"
"Which party will win the 2018 House of Reps race in New York's 24th district?";"Which party will win NY-24?"
"Which party will win the 2018 House of Reps race in New York's 24th district?";"Which party will win NY-24?"
"Which party will win the 2018 House of Reps race in Washington's 3rd district?";"Which party will win WA-03?"
"Which party will win the 2018 House of Reps race in Washington's 3rd district?";"Which party will win WA-03?"
"Which party will win the 2018 House of Reps race in Washington's 5th district?";"Which party will win WA-05?"
"Which party will win the 2018 House of Reps race in Washington's 5th district?";"Which party will win WA-05?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"What will the margin be in the 2018 Texas Senate race?";"TX Senate margin?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @vp post from noon Nov. 2 to noon Nov. 9?";"@vp tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"How many tweets will @potus post from noon Nov. 2 to noon Nov. 9?";"@potus tweets noon 11/2 - noon 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"What will Trump's RCP average job approval be at end of day Nov. 9?";"Trump RCP avg. approval 11/9?"
"Will Italy hold a referendum on EU membership by year-end 2019?";"Italexit referendum by 12/31/2019?"
"Which party will win the 2018 House of Reps race in Iowa's 4th district?";"Which party will win IA-04?"
"Which party will win the 2018 House of Reps race in Iowa's 4th district?";"Which party will win IA-04?"
"What will Trump's 538 job approval index be for Nov. 12?";"Trump 538 approval on 11/12?"
"What will Trump's 538 job approval index be for Nov. 12?";"Trump 538 approval on 11/12?"
"What will Trump's 538 job approval index be for Nov. 12?";"Trump 538 approval on 11/12?"
